mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2
1	1	0	0	1.5	0	0	Chord	3/4	1	1	3/8	1/4	3/2	0			
1	1	3/2	3/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	1			
1	1	2	2	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	2			
1	1	0	0	0.0	0	0	FiguredBass	3/4	2	1	0				3/8	6	
1	1	0	0	1.5	0	0	Chord	3/4	2	1	3/8	1/4	3/2	3			
1	1	3/2	3/2	0.0	3/8	3/8	FiguredBass	3/4	2	1	0				1/8	6\	
1	1	3/2	3/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	4			
1	1	2	2	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	5			
2	2	3	3	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	6			
2	2	4	4	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	7			
2	2	5	5	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	8			
2	2	3	3	0.0	0	0	FiguredBass	3/4	2	1	0				1/4	#	
2	2	3	3	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	9			
2	2	4	4	0.0	1/4	1/4	FiguredBass	3/4	2	1	0				1/4	6	
2	2	4	4	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	10			
2	2	5	5	0.0	1/2	1/2	FiguredBass	3/4	2	1	0				1/4	#	
2	2	5	5	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	11			
3	3	6	6	1.5	0	0	Chord	3/4	1	1	3/8	1/4	3/2	12			
3	3	15/2	15/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	13			
3	3	8	8	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	14			
3	3	6	6	1.5	0	0	Chord	3/4	2	1	3/8	1/4	3/2	15			
3	3	15/2	15/2	0.0	3/8	3/8	FiguredBass	3/4	2	1	0				1/8	5	
3	3	15/2	15/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	16			
3	3	8	8	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	17			
4	4	9	9	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	18			
4	4	10	10	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	19			
4	4	9	9	0.0	0	0	FiguredBass	3/4	2	1	0				1/4	#	
4	4	9	9	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	20			
4	4	10	10	2.0	1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	21			
5	5	12	12	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	22			
5	5	13	13	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	23			
5	5	14	14	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	24			
5	5	12	12	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	25			
5	5	13	13	0.0	1/4	1/4	FiguredBass	3/4	2	1	0				1/4	6\	
5	5	13	13	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	26			
5	5	14	14	0.0	1/2	1/2	FiguredBass	3/4	2	1	0				1/8	6	
5	5	14	14	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	27			
5	5	29/2	29/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	28			
