mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	thoroughbass_duration	thoroughbass_level_1	slur
5	5	19	19	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/4	#	
5	5	19	19	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	31			
6	6	20	20	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	32			
6	6	21	21	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	33			
6	6	22	22	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	34			
6	6	23	23	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	35			
6	6	20	20	0.0	0	0	FiguredBass	4/4	2	1	0				1/4	5h	
6	6	20	20	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	36			
6	6	21	21	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/4	#	
6	6	21	21	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	37			
6	6	22	22	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/4	#	
6	6	22	22	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	38			
6	6	23	23	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/8	4	
6	6	23	23	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	39			
6	6	47/2	47/2	0.0	7/8	7/8	FiguredBass	4/4	2	1	0				1/8	#	
7	7	24	24	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	40			1
7	7	25	25	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	41			1
7	7	51/2	51/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	42			
7	7	26	26	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	43			
7	7	24	24	0.0	0	0	FiguredBass	4/4	2	1	0				1/4	#	
7	7	24	24	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	44			
7	7	25	25	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	45			
7	7	26	26	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	46			
8	8	29	29	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	47			
8	8	30	30	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	48			
8	8	31	31	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	49			
8	8	29	29	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	50			
8	8	30	30	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/4	#	
8	8	30	30	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	51			
8	8	31	31	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/4	5	
8	8	31	31	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	52			
9	9	32	32	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	53			
9	9	33	33	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	54			
9	9	34	34	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	55			
9	9	32	32	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	56			
9	9	33	33	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/8	4	
9	9	33	33	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	57			
9	9	67/2	67/2	0.0	3/8	3/8	FiguredBass	4/4	2	1	0				1/8	#	
9	9	34	34	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	58			
10	10	37	37	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	59			
10	10	38	38	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	60			
10	10	39	39	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	61			
10	10	37	37	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/4	6	
10	10	37	37	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	62			
10	10	38	38	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/4	#	
10	10	38	38	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	63			
10	10	39	39	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	64			
11	11	40	40	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	65			
11	11	41	41	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	66			
11	11	83/2	83/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	67			
11	11	42	42	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	68			
11	11	85/2	85/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	69			
11	11	43	43	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	70			
11	11	40	40	0.0	0	0	FiguredBass	4/4	2	1	0				1/4	5	
11	11	40	40	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	71			
11	11	41	41	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/4	#	
11	11	41	41	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	72			
11	11	42	42	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/8	5	
11	11	42	42	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	73			
11	11	85/2	85/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	74			
11	11	43	43	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/4	#	
11	11	43	43	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	75			
12	12	44	44	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	76			
12	12	47	47	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	77			
12	12	44	44	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	78			
12	12	47	47	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/4	#	
12	12	47	47	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	79			
13	13	48	48	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	80			
13	13	49	49	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	81			
13	13	50	50	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	82			
13	13	51	51	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	83			
13	13	48	48	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	84			
13	13	49	49	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	85			
13	13	50	50	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	86			
13	13	101/2	101/2	0.0	5/8	5/8	FiguredBass	4/4	2	1	0				1/8	_	
13	13	101/2	101/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	87			
13	13	51	51	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/4	6\	
13	13	51	51	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	88			
14	14	52	52	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	89			
14	14	53	53	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	90			
14	14	54	54	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	91			
14	14	52	52	0.0	0	0	FiguredBass	4/4	2	1	0				1/4	6	
14	14	52	52	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	92			
14	14	53	53	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/4	#	
14	14	53	53	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	93			
14	14	54	54	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	94			
15	15	57	57	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	95			
15	15	58	58	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	96			
15	15	59	59	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	97			
15	15	57	57	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/4	#	
15	15	57	57	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	98			
15	15	58	58	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/4	5h	
15	15	58	58	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	99			
15	15	59	59	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	100			
16	16	60	60	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	101			
16	16	61	61	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	102			
16	16	123/2	123/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	103			
16	16	62	62	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	104			2
16	16	63	63	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	105			
16	16	60	60	0.0	0	0	FiguredBass	4/4	2	1	0				1/4	2	
16	16	60	60	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	106			
16	16	61	61	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/4	6	
16	16	61	61	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	107			
16	16	62	62	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	108			
16	16	63	63	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/8	4	
16	16	63	63	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	109			
16	16	127/2	127/2	0.0	7/8	7/8	FiguredBass	4/4	2	1	0				1/8	#	
17	17	64	64	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	110			
17	17	67	67	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	111			
17	17	64	64	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	112			
17	17	67	67	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	113			
18	18	68	68	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	114			
18	18	69	69	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	115			
18	18	70	70	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	116			
18	18	71	71	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	117			
18	18	143/2	143/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	118			
18	18	68	68	0.0	0	0	FiguredBass	4/4	2	1	0				1/4	5	
18	18	68	68	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	119			
18	18	69	69	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	120			
18	18	70	70	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/4	6	
18	18	70	70	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	121			
18	18	71	71	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/4	6	
18	18	71	71	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	122			
19	19	72	72	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	123			3
19	19	73	73	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	124			
19	19	74	74	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	125			
19	19	72	72	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	126			
19	19	73	73	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/8	4	
19	19	73	73	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	127			
19	19	147/2	147/2	0.0	3/8	3/8	FiguredBass	4/4	2	1	0				1/8	#	
19	19	74	74	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	128			
20	20	77	77	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	129			
20	20	78	78	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	130			
20	20	79	79	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	131			
20	20	77	77	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	132			
20	20	78	78	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/4	h	
20	20	78	78	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	133			
20	20	79	79	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/4	5\	
20	20	79	79	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	134			
21	21	80	80	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	135			
21	21	81	81	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	136			
21	21	82	82	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	137			4
21	21	165/2	165/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	138			4
21	21	83	83	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	139			
21	21	80	80	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	140			
21	21	81	81	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	141			
21	21	82	82	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	142			
21	21	83	83	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/4	#	
21	21	83	83	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	143			
22	22	84	84	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	144			
22	22	84	84	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	145			
