mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur
1	1	0	0	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	0				0
1	1	2	2	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	1				
1	1	3	3	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	2				
1	1	0	0	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	3				
1	1	2	2	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/4	6		
1	1	2	2	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	4				
1	1	3	3	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	5				
2	2	4	4	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	6				
2	2	6	6	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	7				
2	2	7	7	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	8				
2	2	4	4	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	9				
2	2	6	6	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/4	6	h	
2	2	6	6	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	10				
2	2	7	7	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	11				
3	3	8	8	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	12				
3	3	10	10	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	13				
3	3	11	11	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	14				
3	3	8	8	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	15				
3	3	10	10	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	16				
3	3	11	11	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/4	6		
3	3	11	11	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	17				
4	4	12	12	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	18				
4	4	14	14	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	19				
4	4	12	12	0.0	0	0	FiguredBass	4/4	2	1	0				1/4	4		
4	4	12	12	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	20				
4	4	13	13	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/4	#		
4	4	14	14	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	21				
5	5	16	16	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	22				
5	5	18	18	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	23				
5	5	19	19	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	24				
5	5	16	16	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	25				
5	5	18	18	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/4	6		
5	5	18	18	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	26				
5	5	19	19	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/4	#		
5	5	19	19	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	27				
6	6	20	20	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	28				
6	6	21	21	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	29				
6	6	22	22	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	30				
6	6	23	23	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	31				
6	6	20	20	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	32				
6	6	21	21	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/4	5		
6	6	21	21	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	33				
6	6	22	22	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	34				
6	6	23	23	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/4	5		
6	6	23	23	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	35				
7	7	24	24	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	36				
7	7	25	25	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	37				
7	7	26	26	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	38				
7	7	27	27	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	39				
7	7	55/2	55/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	40				
7	7	24	24	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	41				
7	7	25	25	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/4	h		
7	7	25	25	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	42				
7	7	26	26	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/4	h		
7	7	26	26	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	43				
7	7	27	27	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/4	5		
7	7	27	27	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	44				
8	8	28	28	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	45				
