mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2
1	1	0	0	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	0			
1	1	1	1	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	1			
1	1	2	2	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	2			
1	1	3	3	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	3			
1	1	0	0	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	4			
1	1	1	1	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/4	6	
1	1	1	1	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	5			
1	1	2	2	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/4	h	
1	1	2	2	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	6			
1	1	3	3	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/4	#	
1	1	3	3	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	7			
2	2	4	4	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	8			
2	2	5	5	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	9			
2	2	6	6	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	10			
2	2	7	7	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	11			
2	2	4	4	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	12			
2	2	5	5	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/4	6\	
2	2	5	5	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	13			
2	2	6	6	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/4	6	4
2	2	6	6	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	14			
2	2	7	7	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/4	5	#
3	3	8	8	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	15			
3	3	10	10	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	16			
3	3	11	11	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	17			
3	3	8	8	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	18			
3	3	10	10	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	19			
3	3	11	11	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	20			
4	4	12	12	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	21			
4	4	14	14	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	22			
4	4	15	15	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	23			
4	4	12	12	0.0	0	0	FiguredBass	4/4	2	1	0				1/2	5	
4	4	12	12	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	24			
4	4	14	14	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	25			
4	4	15	15	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/4	#	
4	4	15	15	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	26			
5	5	16	16	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	27			
5	5	19	19	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	28			
5	5	16	16	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	29			
5	5	19	19	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	30			
6	6	20	20	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	31			
6	6	21	21	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	32			
6	6	22	22	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	33			
6	6	20	20	0.0	0	0	FiguredBass	4/4	2	1	0				1/4	#	
6	6	20	20	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	34			
6	6	21	21	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	35			
6	6	22	22	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/2	#	
6	6	22	22	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	36			
7	7	24	24	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	37			
7	7	27	27	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	38			
7	7	24	24	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	39			
7	7	27	27	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	40			
8	8	28	28	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	41			
8	8	29	29	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	42			
8	8	30	30	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	43			
8	8	31	31	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	44			
8	8	28	28	0.0	0	0	FiguredBass	4/4	2	1	0				1/4	h	
8	8	28	28	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	45			
8	8	29	29	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/4	#	
8	8	29	29	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	46			
8	8	30	30	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	47			
8	8	31	31	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	48			
9	9	32	32	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	49			
9	9	33	33	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	50			
9	9	34	34	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	51			
9	9	32	32	0.0	0	0	FiguredBass	4/4	2	1	0				1/4	6	4
9	9	32	32	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	52			
9	9	33	33	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/4	5	#
9	9	34	34	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	53			
10	10	37	37	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	54			
10	10	38	38	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	55			
10	10	39	39	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	56			
10	10	37	37	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	57			
10	10	38	38	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/4	6	
10	10	38	38	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	58			
10	10	39	39	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/4	5	
10	10	39	39	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	59			
11	11	40	40	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	60			
11	11	41	41	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	61			
11	11	42	42	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	62			
11	11	40	40	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	63			
11	11	41	41	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/4	#	
11	11	41	41	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	64			
